,Year,Title,Authors,Journal,Keywords,DOI,Abstract
23,2024,Generating synthetic mixed-type tabular data by decoding samples from a latent-space: a case study in healthcare,"Drapała, Jarosław;Świątek, Jerzy;",Procedia Computer Science,"Multidimensional scaling, Kernel density estimation, Random forest regression, Support Vector Machine",https://doi.org/10.1016/j.procs.2024.09.569,"Medical data are subject to privacy regulations, which severely limit AI specialists who wish to construct decision support systems for medicine. Large amounts of this data are tabular, indicating that they are organized into a table format, where patient records are represented in rows and measured variables in columns. Furthermore, the variables come in different types—some are numerical, while others are categorical. In this work, we introduce a novel method for constructing generators of synthetic tabular data with mixed types. The key point of our approach is the explicit utilization of a latent space to represent the original data. A case study using real medical data is presented."
24,2024,SUMEX: A hybrid framework for Semantic textUal siMilarity and EXplanation generation,"Saeed, Sumaira;Rajput, Quratulain;Haider, Sajjad;",Information Processing & Management,"Semantic Textual Similarity(STS), Explanation generation, Natural language processing, Embeddings, Clinical notes, ontology",https://doi.org/10.1016/j.ipm.2024.103771,"Measuring semantic similarity between two pieces of text is a widely known problem in Natural language processing(NLP). It has many applications, such as finding similar medical notes of patients to accelerate the diagnosis process, plagiarism detection, and document clustering. Most state-of-the-art models are based on machine/deep learning and lack sufficient explanations for their results, limiting their adoption in critical domains like healthcare. This paper presents a hybrid framework SUMEX (Semantic textUal siMilarity and EXplanation generation) that uniquely combines ontology with a state-of-the-art embedding-based model for semantic textual similarity. The primary strength of the framework is that it explains its results in human-understandable natural language, which is vital in critical domains such as healthcare. Experiments have been conducted on two datasets of clinical notes using four embeddings: ScispaCy, BioWord2Vec, ClinicalBERT, and a customized Word2Vec trained on clinical notes. The SUMEX framework outperforms the embedding-based model on the benchmark datasets of ClinicalSTS by improving average precision scores by 7 % and reducing the false-positives-rate by 23 %. On the Patients Similarity Dataset, the average top-five and top-three precision scores were improved by 14% and 10%, respectively, using SUMEX. The SUMEX also generates explanations for its results in natural language. The domain experts evaluated the quality of the explanations. The results show that the generated explanations are of significantly good quality, with a score of 90 % and 93 % for measures of Completeness and Correctness, respectively. In addition, ChatGPT was also used for similarity score and generating explanations. The experiments show that the SUMEX framework performed better than the ChatGPT."
25,2022,The Generation of a Lung Cancer Health Factor Distribution Using Patient Graphs Constructed From Electronic Medical Records: Retrospective Study,"Chen, Anjun;Huang, Ran;Wu, Erman;Han, Ruobing;Wen, Jian;Li, Qinghua;Zhang, Zhiyong;Shen, Bairong;",Journal of Medical Internet Research,"lung cancer, risk factor, patient graph, UMLS knowledge graph, Unified Medical Language System, connection delta ratio, EMR, electronic health record, EHR, electronic health record, cancer",https://doi.org/10.2196/40361,"Background Electronic medical records (EMRs) of patients with lung cancer (LC) capture a variety of health factors. Understanding the distribution of these factors will help identify key factors for risk prediction in preventive screening for LC. Objective We aimed to generate an integrated biomedical graph from EMR data and Unified Medical Language System (UMLS) ontology for LC, and to generate an LC health factor distribution from a hospital EMR of approximately 1 million patients. Methods The data were collected from 2 sets of 1397 patients with and those without LC. A patient-centered health factor graph was plotted with 108,000 standardized data, and a graph database was generated to integrate the graphs of patient health factors and the UMLS ontology. With the patient graph, we calculated the connection delta ratio (CDR) for each of the health factors to measure the relative strength of the factor’s relationship to LC. Results The patient graph had 93,000 relations between the 2794 patient nodes and 650 factor nodes. An LC graph with 187 related biomedical concepts and 188 horizontal biomedical relations was plotted and linked to the patient graph. Searching the integrated biomedical graph with any number or category of health factors resulted in graphical representations of relationships between patients and factors, while searches using any patient presented the patient’s health factors from the EMR and the LC knowledge graph (KG) from the UMLS in the same graph. Sorting the health factors by CDR in descending order generated a distribution of health factors for LC. The top 70 CDR-ranked factors of disease, symptom, medical history, observation, and laboratory test categories were verified to be concordant with those found in the literature. Conclusions By collecting standardized data of thousands of patients with and those without LC from the EMR, it was possible to generate a hospital-wide patient-centered health factor graph for graph search and presentation. The patient graph could be integrated with the UMLS KG for LC and thus enable hospitals to bring continuously updated international standard biomedical KGs from the UMLS for clinical use in hospitals. CDR analysis of the graph of patients with LC generated a CDR-sorted distribution of health factors, in which the top CDR-ranked health factors were concordant with the literature. The resulting distribution of LC health factors can be used to help personalize risk evaluation and preventive screening recommendations."
26,2025,MSDiagnosis: A benchmark and framework for evaluating large language models in multi-step clinical diagnosis,"Hou, Ruihui;Chen, Shencheng;Fan, Yongqi;Yu, Guangya;Zhu, Lifeng;Sun, Jing;Liu, Jingping;Ruan, Tong;",Knowledge-Based Systems,"Multi-step clinical diagnosis, Large language model, Prompting strategy",https://doi.org/10.1016/j.knosys.2025.114524,"Clinical diagnosis is critical in clinical decision-making, typically requiring a continuous and evolving process that includes primary, differential, and final diagnoses. However, most existing clinical diagnostic tasks are single-step processes, which do not align with the complex multi-step diagnostic procedures found in real clinical scenarios. In this paper, we propose MSDiagnosis, a Chinese multi-step clinical diagnostic benchmark consisting of 2225 cases from 12 departments, covering primary, differential, and final diagnosis tasks. Conventional approaches often rely on large language models (LLMs) to perform these tasks sequentially, which can lead to error propagation. To address this, we propose a two-stage diagnostic framework consisting of a forward inference module and a backward reasoning and refinement module. This framework is applied at each diagnostic stage to effectively mitigate error propagation across steps. The forward module retrieves similar cases to assist the LLM in generating an initial diagnosis. In the backward inference and refinement module, we first perform backward inference to infer the diagnostic criteria associated with the initially identified potential diseases. These criteria are then compared with the patient’s records to identify and eliminate possible misdiagnoses. Finally, the diagnostic conclusion is further refined and confirmed. Based on the MSDiagnosis, we evaluate medical LLMs (e.g., OpenBioLLM, PULSE, and Apollo2), general LLMs (e.g., DeepSeek-V3, OpenAI-O1, and GLM4), and our proposed framework. Experimental results show that our framework achieves state-of-the-art performance, demonstrating its effectiveness in multi-step diagnostic tasks. We also provide a detailed analysis and suggest future research directions for this task. Our code and data are publicly available at https://github.com/nlper-hou/MSDiagnosis."
27,2025,Leveraging Large Language Models for Simulated Psychotherapy Client Interactions: Development and Usability Study of Client101,"{Cabrera Lozoya}, Daniel;Conway, Mike;{Sebastiano De Duro}, Edoardo;D'Alfonso, Simon;",JMIR Medical Education,"medical education, mental health, chatbots, psychotherapy training, virtual client",https://doi.org/10.2196/68056,"Background In recent years, large language models (LLMs) have shown a remarkable ability to generate human-like text. One potential application of this capability is using LLMs to simulate clients in a mental health context. This research presents the development and evaluation of Client101, a web conversational platform featuring LLM-driven chatbots designed to simulate mental health clients. Objective We aim to develop and test a web-based conversational psychotherapy training tool designed to closely resemble clients with mental health issues. Methods We used GPT-4 and prompt engineering techniques to develop chatbots that simulate realistic client conversations. Two chatbots were created based on clinical vignette cases: one representing a person with depression and the other, a person with generalized anxiety disorder. A total of 16 mental health professionals were instructed to conduct single sessions with the chatbots using a cognitive behavioral therapy framework; a total of 15 sessions with the anxiety chatbot and 14 with the depression chatbot were completed. After each session, participants completed a 19-question survey assessing the chatbot’s ability to simulate the mental health condition and its potential as a training tool. Additionally, we used the LIWC (Linguistic Inquiry and Word Count) tool to analyze the psycholinguistic features of the chatbot conversations related to anxiety and depression. These features were compared to those in a set of webchat psychotherapy sessions with human clients—42 sessions related to anxiety and 47 related to depression—using an independent samples t test. Results Participants’ survey responses were predominantly positive regarding the chatbots’ realism and portrayal of mental health conditions. For instance, 93% (14/15) considered that the chatbot provided a coherent and convincing narrative typical of someone with an anxiety condition. The statistical analysis of LIWC psycholinguistic features revealed significant differences between chatbot and human therapy transcripts for 3 of 8 anxiety-related features: negations (t56=4.03, P=.001), family (t56=–8.62, P=.001), and negative emotions (t56=–3.91, P=.002). The remaining 5 features—sadness, personal pronouns, present focus, social, and anger—did not show significant differences. For depression-related features, 4 of 9 showed significant differences: negative emotions (t60=–3.84, P=.003), feeling (t60=–6.40, P<.001), health (t60=–4.13, P=.001), and illness (t60=–5.52, P<.001). The other 5 features—sadness, anxiety, mental, first-person pronouns, and discrepancy—did not show statistically significant differences. Conclusions This research underscores both the strengths and limitations of using GPT-4-powered chatbots as tools for psychotherapy training. Participant feedback suggests that the chatbots effectively portray mental health conditions and are generally perceived as valuable training aids. However, differences in specific psycholinguistic features suggest targeted areas for enhancement, helping refine Client101’s effectiveness as a tool for training mental health professionals."
28,2025,A comprehensive evaluation framework for synthetic medical tabular data generation,"Kurakova, Anastasia;Homayouni, Hajar;",Journal of Biomedical Informatics,"Evaluation framework, Synthetic data generation, Tabular medical data, Performance metrics, Machine learning",https://doi.org/10.1016/j.jbi.2025.104939,"Machine learning (ML) applications have enabled significant advancements in healthcare, such as predicting pandemics, personalizing treatments, and developing life-saving drugs. However, ML model training requires large datasets, which are difficult to obtain in healthcare due to privacy concerns. Synthetic data generation offers a promising solution by providing access to large-scale training data while protecting patient privacy. Our research focuses on tabular medical data, the predominant format for Electronic Health Records (EHRs), and introduces a comprehensive evaluation framework that assesses synthetic data in four critical dimensions: quality, privacy, usability, and computational complexity of the data generation process. The framework ensures that synthetic data maintains sufficient similarity to real data for ML applications while preserving patient confidentiality. To validate our approach, we applied six state-of-the-art (SOTA) generative models to generate synthetic medical datasets and evaluated them within our framework. In contrast to conventional approaches that focus primarily on statistical similarity, our framework provides a broader assessment that incorporates outlier detection, privacy risks, and domain-specific constraints. Our findings demonstrate that our framework can identify critical shortcomings in synthetic data generation models, such as the amplification of duplicate rows and the generation of out-of-range values, which are overlooked by traditional statistical evaluation methods. Our implementation of the framework is available at: https://github.com/akurakova/SDE_Framework"
29,2022,Synthesizing time-series wound prognosis factors from electronic medical records using generative adversarial networks,"Foomani, Farnaz;Anisuzzaman, D.M.;Niezgoda, Jeffrey;Niezgoda, Jonathan;Guns, William;Gopalakrishnan, Sandeep;Yu, Zeyun;",Journal of Biomedical Informatics,"Generative adversarial network, Wound prognosis model, Electronic medical record",https://doi.org/10.1016/j.jbi.2021.103972,"Wound prognostic models not only provide an estimate of wound healing time to motivate patients to follow up their treatments but also can help clinicians to decide whether to use a standard care or adjuvant therapies and to assist them with designing clinical trials. However, collecting prognosis factors from Electronic Medical Records (EMR) of patients is challenging due to privacy, sensitivity, and confidentiality. In this study, we developed time series medical generative adversarial networks (GANs) to generate synthetic wound prognosis factors using very limited information collected during routine care in a specialized wound care facility. The generated prognosis variables are used in developing a predictive model for chronic wound healing trajectory. Our novel medical GAN can produce both continuous and categorical features from EMR. Moreover, we applied temporal information to our model by considering data collected from the weekly follow-ups of patients. Conditional training strategies were utilized to enhance training and generate classified data in terms of healing or non-healing. The ability of the proposed model to generate realistic EMR data was evaluated by TSTR (test on the synthetic, train on the real), discriminative accuracy, and visualization. We utilized samples generated by our proposed GAN in training a prognosis model to demonstrate its real-life application. Using the generated samples in training predictive models improved the classification accuracy by 6.66–10.01% compared to the previous EMR-GAN. Additionally, the suggested prognosis classifier has achieved the area under the curve (AUC) of 0.875, 0.810, and 0.647 when training the network using data from the first three visits, first two visits, and first visit, respectively. These results indicate a significant improvement in wound healing prediction compared to the previous prognosis models."
30,2025,Leveraging Large Language Models for Accurate Retrieval of Patient Information From Medical Reports: Systematic Evaluation Study,"Garcia-Carmona, Angel;Prieto, Maria-Lorena;Puertas, Enrique;Beunza, Juan-Jose;",JMIR AI,"large language models, LangChain framework, electronic health records, data mining, model evaluation, health care, digitalization",https://doi.org/10.2196/68776,"Background The digital transformation of health care has introduced both opportunities and challenges, particularly in managing and analyzing the vast amounts of unstructured medical data generated daily. There is a need to explore the feasibility of generative solutions in extracting data from medical reports, categorized by specific criteria. Objective This study aimed to investigate the application of large language models (LLMs) for the automated extraction of structured information from unstructured medical reports, using the LangChain framework in Python. Methods Through a systematic evaluation of leading LLMs—GPT-4o, Llama 3, Llama 3.1, Gemma 2, Qwen 2, and Qwen 2.5—using zero-shot prompting techniques and embedding results into a vector database, this study assessed the performance of LLMs in extracting patient demographics, diagnostic details, and pharmacological data. Results Evaluation metrics, including accuracy, precision, recall, and F1-score, revealed high efficacy across most categories, with GPT-4o achieving the highest overall performance (91.4% accuracy). Conclusions The findings highlight notable differences in precision and recall between models, particularly in extracting names and age-related information. There were challenges in processing unstructured medical text, including variability in model performance across data types. Our findings demonstrate the feasibility of integrating LLMs into health care workflows; LLMs offer substantial improvements in data accessibility and support clinical decision-making processes. In addition, the paper describes the role of retrieval-augmented generation techniques in enhancing information retrieval accuracy, addressing issues such as hallucinations and outdated data in LLM outputs. Future work should explore the need for optimization through larger and more diverse training datasets, advanced prompting strategies, and the integration of domain-specific knowledge to improve model generalizability and precision."
31,2025,Automated neuropsychological scale assessment via LLMs: Patient simulation and prompting for scalable AD screening,"Zhang, Meiwei;Pan, Yuwei;Cui, Qiushi;Lü, Yang;Yu, Weihua;Li, Wenyuan;",Neurocomputing,"Large language model, Simulating patients, AD screening, Neuropsychological scale assessments",https://doi.org/10.1016/j.neucom.2025.130846,"Alzheimer’s disease (AD) is a prevalent neurodegenerative disorder affecting the older adult population worldwide. Among the available cognitive screening methods, neuropsychological scale assessments (NSA) are widely employed in clinical practice to evaluate patients’ cognitive functions, particularly through speech-related tasks. However, manual evaluation of NSA is often labor-intensive and susceptible to subjective bias. While Automatic Speech Recognition (ASR) technology offers the potential to automate this process, it frequently faces notable challenges in handling dialectal variations, unclear pronunciations, and insufficient annotated data. These factors often lead to inaccuracies in transcribed speech and hinder the effective validation of assessment outcomes. To address these challenges, particularly the data bottleneck, we propose a novel dual-use paradigm for Large Language Models (LLMs). In this study, we designed an innovative agent framework employing LLMs not only for automated NSA scoring, thereby replacing manual assessment, but also for reverse-engineering clinical data by simulating patients with varied cognitive impairments. These synthetically generated NSA texts are then utilized in a closed-loop learning process as a form of “supervised learning” to iteratively refine the system prompts of an NSA evaluation agent. The prompt design explicitly incorporates the dialectal speech and pronunciation ambiguities, aiming to equip the NSA evaluation agent with evaluation and reasoning proficiencies comparable to those of experienced clinicians. The evaluations on a dataset of real-world clinical cases demonstrated a substantial 86% consistency between the NSA evaluation agent’s assessments and those of expert physicians, indicating the potential of LLM-driven approaches for accurate and scalable automated NSA in AD screening and beyond."
32,2025,Improving unified information extraction in Chinese mental health domain with instruction-tuned LLMs and type-verification component,"Cai, Zijie;Fang, Hui;Liu, Jianhua;Xu, Ge;Long, Yunfei;Guan, Yin;Ke, Tianci;",Artificial Intelligence in Medicine,"Information extraction, Large language models, Mental health, Type-verification",https://doi.org/10.1016/j.artmed.2025.103087,"Background: Extracting psychological counseling help-seeker information from unstructured text is crucial for providing effective mental health support. This task involves identifying personal emotions, psychological states, and underlying psychological issues but faces significant challenges. These challenges include the sensitivity of mental health data, the lack of Chinese instruction datasets, and the difficulties large language models (LLMs) encounter with complex natural language understanding tasks. Objective: This study aims to address these challenges by developing a unified information extraction framework for Chinese mental health texts. Specifically, it leverages instruction-tuned LLMs and incorporates a novel type-verification (TV) component to improve performance while minimizing computational demands. Methods: We first constructed a Chinese mental health domain instruction dataset for mental health information extraction using synthetic data generated by ChatGPT, guided by psychology experts. This dataset includes self-reported statements from psychological counseling help-seekers, capturing their personal situations, emotions, thoughts, and experiences. Subsequently, we fine-tuned open-source LLMs on this dataset to perform named entity recognition, relation extraction, and event extraction. To address errors and omissions in the extracted information, we introduced a type-verification component. This component employs a lightweight model with significantly fewer parameters to verify the extracted types. The verification results were then fed back into LLMs for further refinement. Results: Experimental results demonstrate that our framework achieves outstanding performance in mental health information extraction. The type-verification component significantly enhances extraction accuracy while reducing computational resource requirements through the use of a lightweight model. By combining robust instruction-tuned LLMs with an efficient type-verification component, our approach delivers exceptional results. Conclusion: This study presents a novel and efficient framework for tackling the challenges of mental health information extraction in Chinese texts. By integrating instruction-tuned LLMs with a lightweight type-verification component, our approach significantly improves extraction accuracy and computational efficiency. This framework holds promise for supporting scalable, automated mental health support systems, advancing both research and practical applications in the mental health domain."
33,2015,"Benchmarking Clinical Speech Recognition and Information Extraction: New Data, Methods, and Evaluations","Suominen, Hanna;Zhou, Liyuan;Hanlen, Leif;Ferraro, Gabriela;",JMIR Medical Informatics,"computer systems evaluation, data collection, information extraction, nursing records, patient handoff, records as topic, speech recognition software",https://doi.org/10.2196/medinform.4321,"Background Over a tenth of preventable adverse events in health care are caused by failures in information flow. These failures are tangible in clinical handover; regardless of good verbal handover, from two-thirds to all of this information is lost after 3-5 shifts if notes are taken by hand, or not at all. Speech recognition and information extraction provide a way to fill out a handover form for clinical proofing and sign-off. Objective The objective of the study was to provide a recorded spoken handover, annotated verbatim transcriptions, and evaluations to support research in spoken and written natural language processing for filling out a clinical handover form. This dataset is based on synthetic patient profiles, thereby avoiding ethical and legal restrictions, while maintaining efficacy for research in speech-to-text conversion and information extraction, based on realistic clinical scenarios. We also introduce a Web app to demonstrate the system design and workflow. Methods We experiment with Dragon Medical 11.0 for speech recognition and CRF++ for information extraction. To compute features for information extraction, we also apply CoreNLP, MetaMap, and Ontoserver. Our evaluation uses cross-validation techniques to measure processing correctness. Results The data provided were a simulation of nursing handover, as recorded using a mobile device, built from simulated patient records and handover scripts, spoken by an Australian registered nurse. Speech recognition recognized 5276 of 7277 words in our 100 test documents correctly. We considered 50 mutually exclusive categories in information extraction and achieved the F1 (ie, the harmonic mean of Precision and Recall) of 0.86 in the category for irrelevant text and the macro-averaged F1 of 0.70 over the remaining 35 nonempty categories of the form in our 101 test documents. Conclusions The significance of this study hinges on opening our data, together with the related performance benchmarks and some processing software, to the research and development community for studying clinical documentation and language-processing. The data are used in the CLEFeHealth 2015 evaluation laboratory for a shared task on speech recognition."
34,2025,Toward general text-guided multimodal brain MRI synthesis for diagnosis and medical image analysis,"Wang, Yulin;Xiong, Honglin;Sun, Kaicong;Bai, Shuwei;Dai, Ling;Ding, Zhongxiang;Liu, Jiameng;Wang, Qian;Liu, Qian;Shen, Dinggang;",Cell Reports Medicine,"foundation model, multimodal MRI, image synthesis, brain",https://doi.org/10.1016/j.xcrm.2025.102182,"Summary Multimodal brain magnetic resonance imaging (MRI) offers complementary insights into brain structure and function, thereby improving the diagnostic accuracy of neurological disorders and advancing brain-related research. However, the widespread applicability of MRI is substantially limited by restricted scanner accessibility and prolonged acquisition times. Here, we present TUMSyn, a text-guided universal MRI synthesis model capable of generating brain MRI specified by textual imaging metadata from routinely acquired scans. We ensure the reliability of TUMSyn by constructing a brain MRI database comprising 31,407 3D images across 7 MRI modalities from 13 worldwide centers and pre-training an MRI-specific text encoder to process text prompts effectively. Experiments on diverse datasets and physician assessments indicate that TUMSyn-generated images can be utilized along with acquired MRI scan(s) to facilitate large-scale MRI-based screening and diagnosis of multiple brain diseases, substantially reducing the time and cost of MRI in the healthcare system."
35,2023,Text-to-movie authoring of anatomy lessons,"Murukutla, Vaishnavi;Cattan, Elie;Lecouteux, Benjamin;Ronfard, Remi;Palombi, Olivier;",Artificial Intelligence in Medicine,"Anatomy pedagogy, Domain specific languages, Finite state machines, Computer animation",https://doi.org/10.1016/j.artmed.2023.102717,"There is a need for a simple yet comprehensive tool to produce and edit pedagogical anatomy video courses, given the widespread usage of multimedia and 3D content in anatomy instruction. Anatomy teachers have minimal control over the present anatomical content generation pipeline. In this research, we provide an authoring tool for instructors that takes text written in the Anatomy Storyboard Language (ASL), a novel domain-specific language (DSL) and produces an animated video. ASL is a formal language that allows users to describe video shots as individual sentences while referencing anatomic structures from a large-scale ontology linked to 3D models. We describe an authoring tool that translates anatomy lessons written in ASL to finite state machines, which are then used to automatically generate 3D animation with the Unity 3D game engine. The proposed text-to-movie authoring tool was evaluated by four anatomy professors to create short lessons on the knee. Preliminary results demonstrate the ease of use and effectiveness of the tool for quickly drafting narrated video lessons in realistic medical anatomy teaching scenarios."
36,2018,Scholarly Influence of the Conference and Labs of the Evaluation Forum eHealth Initiative: Review and Bibliometric Study of the 2012 to 2017 Outcomes,"Suominen, Hanna;Kelly, Liadh;Goeuriot, Lorraine;",JMIR Research Protocols,"evaluation studies as topic, health records, information extraction, information storage and retrieval, information visualization, patient education as topic, speech recognition, systematic reviews, test-set generation, text classification",https://doi.org/10.2196/10961,"Background The eHealth initiative of the Conference and Labs of the Evaluation Forum (CLEF) has aimed since 2012 to provide researchers working on health text analytics with annual workshops, shared development challenges and tasks, benchmark datasets, and software for processing and evaluation. In 2012, it ran as a scientific workshop with the aim of establishing an evaluation lab, and since 2013, this annual workshop has been supplemented with 3 or more preceding labs each year. An evaluation lab is an activity where the participating individuals or teams’ goal is to solve the same problem, typically using the same dataset in a given time frame. The overall purpose of this initiative is to support patients, their next of kin, clinical staff, health scientists, and health care policy makers in accessing, understanding, using, and authoring health information in a multilingual setting. In the CLEF eHealth 2013 to 2017 installations, the aim was to address patient-centric text processing. From 2015, the scope was also extended to aid both patients’ understanding and clinicians’ authoring of various types of medical content. CLEF eHealth 2017 introduced a new pilot task on technology-assisted reviews (TARs) in empirical medicine in order to support health scientists and health care policymakers’ information access. Objectives This original research paper reports on the outcomes of the first 6 installations of CLEF eHealth from 2012 to 2017. The focus is on measuring and analyzing the scholarly influence by reviewing CLEF eHealth papers and their citations. Methods A review and bibliometric study of the CLEF eHealth proceedings, working notes, and author-declared paper extensions were conducted. Citation content analysis was used for the publications and their citations collected from Google Scholar. Results As many as 718 teams registered their interest in the tasks, leading to 130 teams submitting to the 15 tasks. A total of 184 papers using CLEF eHealth data generated 1299 citations, yielding a total scholarly citation influence of almost 963,000 citations for the 741 coauthors, and included authors from 33 countries across the world. Eight tasks produced statistically significant improvements (2, 3, and 3 times with P<.001, P=.009, and P=.04, respectively) in processing quality by at least 1 out of the top 3 methods. Conclusions These substantial participation numbers, large citation counts, and significant performance improvements encourage continuing to develop these technologies to address patient needs. Consequently, data and tools have been opened for future research and development, and the CLEF eHealth initiative continues to run new challenges."
37,2020,Analyzing Medical Research Results Based on Synthetic Data and Their Relation to Real Data Results: Systematic Comparison From Five Observational Studies,"{Reiner Benaim}, Anat;Almog, Ronit;Gorelik, Yuri;Hochberg, Irit;Nassar, Laila;Mashiach, Tanya;Khamaisi, Mogher;Lurie, Yael;Azzam, Zaher;Khoury, Johad;Kurnik, Daniel;Beyar, Rafael;",JMIR Medical Informatics,"synthetic data, electronic medical records, MDClone, validation study, big data analysis",https://doi.org/10.2196/16492,"Background Privacy restrictions limit access to protected patient-derived health information for research purposes. Consequently, data anonymization is required to allow researchers data access for initial analysis before granting institutional review board approval. A system installed and activated at our institution enables synthetic data generation that mimics data from real electronic medical records, wherein only fictitious patients are listed. Objective This paper aimed to validate the results obtained when analyzing synthetic structured data for medical research. A comprehensive validation process concerning meaningful clinical questions and various types of data was conducted to assess the accuracy and precision of statistical estimates derived from synthetic patient data. Methods A cross-hospital project was conducted to validate results obtained from synthetic data produced for five contemporary studies on various topics. For each study, results derived from synthetic data were compared with those based on real data. In addition, repeatedly generated synthetic datasets were used to estimate the bias and stability of results obtained from synthetic data. Results This study demonstrated that results derived from synthetic data were predictive of results from real data. When the number of patients was large relative to the number of variables used, highly accurate and strongly consistent results were observed between synthetic and real data. For studies based on smaller populations that accounted for confounders and modifiers by multivariate models, predictions were of moderate accuracy, yet clear trends were correctly observed. Conclusions The use of synthetic structured data provides a close estimate to real data results and is thus a powerful tool in shaping research hypotheses and accessing estimated analyses, without risking patient privacy. Synthetic data enable broad access to data (eg, for out-of-organization researchers), and rapid, safe, and repeatable analysis of data in hospitals or other health organizations where patient privacy is a primary value."
38,2025,Synthetic Data-Driven Approaches for Chinese Medical Abstract Sentence Classification: Computational Study,"Li, Jiajia;Wang, Zikai;Yu, Longxuan;Liu, Hui;Song, Haitao;",JMIR Formative Research,"medical abstract sentence classification, large language models, synthetic datasets, deep learning, Chinese medical, dataset, traditional Chinese medicine, global medical research, algorithm, robustness, efficiency, accuracy",https://doi.org/10.2196/54803,"Background Medical abstract sentence classification is crucial for enhancing medical database searches, literature reviews, and generating new abstracts. However, Chinese medical abstract classification research is hindered by a lack of suitable datasets. Given the vastness of Chinese medical literature and the unique value of traditional Chinese medicine, precise classification of these abstracts is vital for advancing global medical research. Objective This study aims to address the data scarcity issue by generating a large volume of labeled Chinese abstract sentences without manual annotation, thereby creating new training datasets. Additionally, we seek to develop more accurate text classification algorithms to improve the precision of Chinese medical abstract classification. Methods We developed 3 training datasets (dataset #1, dataset #2, and dataset #3) and a test dataset to evaluate our model. Dataset #1 contains 15,000 abstract sentences translated from the PubMed dataset into Chinese. Datasets #2 and #3, each with 15,000 sentences, were generated using GPT-3.5 from 40,000 Chinese medical abstracts in the CSL database. Dataset #2 used titles and keywords for pseudolabeling, while dataset #3 aligned abstracts with category labels. The test dataset includes 87,000 sentences from 20,000 abstracts. We used SBERT embeddings for deeper semantic analysis and evaluated our model using clustering (SBERT-DocSCAN) and supervised methods (SBERT-MEC). Extensive ablation studies and feature analyses were conducted to validate the model’s effectiveness and robustness. Results Our experiments involved training both clustering and supervised models on the 3 datasets, followed by comprehensive evaluation using the test dataset. The outcomes demonstrated that our models outperformed the baseline metrics. Specifically, when trained on dataset #1, the SBERT-DocSCAN model registered an impressive accuracy and F1-score of 89.85% on the test dataset. Concurrently, the SBERT-MEC algorithm exhibited comparable performance with an accuracy of 89.38% and an identical F1-score. Training on dataset #2 yielded similarly positive results for the SBERT-DocSCAN model, achieving an accuracy and F1-score of 89.83%, while the SBERT-MEC algorithm recorded an accuracy of 86.73% and an F1-score of 86.51%. Notably, training with dataset #3 allowed the SBERT-DocSCAN model to attain the best with an accuracy and F1-score of 91.30%, whereas the SBERT-MEC algorithm also showed robust performance, obtaining an accuracy of 90.39% and an F1-score of 90.35%. Ablation analysis highlighted the critical role of integrated features and methodologies in improving classification efficiency. Conclusions Our approach addresses the challenge of limited datasets for Chinese medical abstract classification by generating novel datasets. The deployment of SBERT-DocSCAN and SBERT-MEC models significantly enhances the precision of classifying Chinese medical abstracts, even when using synthetic datasets with pseudolabels."
39,2025,Leveraging large language models for accurate classification of liver lesions from MRI reports,"Spitzl, Daniel;Mergen, Markus;Bauer, Ulrike;Jungmann, Friederike;Bressem, Keno;Busch, Felix;Makowski, Marcus;Adams, Lisa;Gassert, Florian;",Computational and Structural Biotechnology Journal,"Large language model, Diagnostics, Liver, Clinical support system",https://doi.org/10.1016/j.csbj.2025.05.019,"Background & aims The rapid advancement of large language models (LLMs) has generated interest in their potential integration in clinical workflows. However, their effectiveness in interpreting complex (imaging) reports remains underexplored and has at times yielded suboptimal results. This study aims to assess the capability of state-of-the-art LLMs to classify liver lesions based solely on textual descriptions from MRI reports, challenging the models to interpret nuanced medical language and diagnostic criteria. Methods We evaluated multiple LLMs, including GPT-4o, Deepseek V3, Claude 3.5 Sonnet, and Gemini 2.0 Flash, on a physician-generated fictitious dataset of 88 MRI reports designed to resemble real clinical radiology documentation. The dataset included a representative spectrum of common liver lesions, such as hepatocellular carcinoma, cholangiocarcinoma, hemangiomas, metastases, and focal nodular hyperplasia. Model performance was assessed using micro and macro F1-scores benchmarked against ground truth labels. Results Claude 3.5 Sonnet demonstrated the highest diagnostic accuracy among the evaluated models, achieving a micro F1-score of 0.91, outperforming other LLMs in lesion classification. Conclusion These findings highlight the feasibility of LLMs for text-based diagnostic support, particularly in resource-limited or high-volume clinical settings. While LLMs show promise in medical diagnostics, further validation through prospective studies is necessary to ensure reliable clinical integration. The study emphasizes the importance of rigorous benchmarking to assess model performance comprehensively."
