"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Liu, Y.; Lin, M.","Liu, Yupeng (59853085300); Lin, Minghao (59219230400)","59853085300; 59219230400","Medical dialogue text generation based on dynamic federated distillation; 基于动态联邦蒸馏的医疗对话文本生","2024","Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition)","54","4","","1030","1036","1","10.3969/j.issn.1001-0505.2024.04.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198611210&doi=10.3969%2Fj.issn.1001-0505.2024.04.028&partnerID=40&md5=9f998ff49b2a4f79aef498004cc6bf24","To address the knowledge misleading problem caused by data heterogeneity in traditional federated distillation,a model for generating medical dialogue texts through dynamic knowledge fusion and clients selection for distillation,FedKS,is proposed,providing a more detailed modeling for knowledge accumulation and transmission procedure. Firstly,an effective knowledge aggregation mechanism is designed in federated learning. Secondly,to address the issue of misleading knowledge,a threshold-based method is proposed to optimize the updating selection of local model on each client. By calculating the performance gain of the global model on each client,it is determined whether to adopt the local model after knowledge distillation. FedKS model can effectively address the problem of local model performance degradation caused by misleading knowledge,thereby achieving efficient knowledge aggregation and transmission. Experiments based on multiple benchmark datasets show that FedKS model accelerates training convergence speed and improves the performance compared with the existing baselines. In addition,it can support heterogeneous client models. © 2024 Southeast University. All rights reserved.","Article","Final","","Scopus","2-s2.0-85198611210"
"Reynolds, K.; Nadelman, D.; Durgin, J.; Ansah-Addo, S.; Cole, D.; Fayne, R.; Harrell, J.; Ratycz, M.; Runge, M.; Shepard-Hayes, A.; Wenzel, D.; Tejasvi, T.","Reynolds, Kelly A. (57201942474); Nadelman, Daniel A. (57211874187); Durgin, Joseph S. (57205629170); Ansah-Addo, Stephen (57223938213); Cole, Daniel W. (57210730930); Fayne, Rachel Alison (57191707304); Harrell, Jane (58904456000); Ratycz, Madison C. (57201862985); Runge, Mason (57210801272); Shepard-Hayes, Amanda (59199912700); Wenzel, Daniel (57223145735); Tejasvi, Trilokraj (35356501100)","57201942474; 57211874187; 57205629170; 57223938213; 57210730930; 57191707304; 58904456000; 57201862985; 57210801272; 59199912700; 57223145735; 35356501100","Comparing the quality of ChatGPT- and physician-generated responses to patients' dermatology questions in the electronic medical record","2024","Clinical and Experimental Dermatology","49","7","","715","718","14","10.1093/ced/llad456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195841878&doi=10.1093%2Fced%2Fllad456&partnerID=40&md5=10149df82d4a10f4a550019f5992ebe3","Background: ChatGPT is a free artificial intelligence (AI)-based natural language processing tool that generates complex responses to inputs from users. Objectives: To determine whether ChatGPT is able to generate high-quality responses to patient-submitted questions in the patient portal. Methods: Patient-submitted questions and the corresponding responses from their dermatology physician were extracted from the electronic medical record for analysis. The questions were input into ChatGPT (version 3.5) and the outputs extracted for analysis, with manual removal of verbiage pertaining to ChatGPT's inability to provide medical advice. Ten blinded reviewers (seven physicians and three nonphysicians) rated and selected their preference in terms of 'overall quality', 'readability', 'accuracy', 'thoroughness' and 'level of empathy' of the physician- and ChatGPT-generated responses. Results: Thirty-one messages and responses were analysed. Physician-generated responses were vastly preferred over the ChatGPT -responses by the physician and nonphysician reviewers and received significantly higher ratings for 'readability' and 'level of empathy'. Conclusions: The results of this study suggest that physician-generated responses to patients' portal messages are still preferred over ChatGPT, but generative AI tools may be helpful in generating the first drafts of responses and providing information on education resources for patients. © 2024 The Author(s).","Article","Final","","Scopus","2-s2.0-85195841878"
"Baxter, S.L.; Longhurst, C.A.; Millen, M.; Sitapati, A.M.; Tai-Seale, M.","Baxter, Sally L. (57200760006); Longhurst, Christopher A. (26658517100); Millen, Marlene M. (57195345965); Sitapati, Amy M. (6504409145); Tai-Seale, Ming (6603418304)","57200760006; 26658517100; 57195345965; 6504409145; 6603418304","Generative artificial intelligence responses to patient messages in the electronic health record: early lessons learned","2024","JAMIA Open","7","2","ooae028","","","26","10.1093/jamiaopen/ooae028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190102975&doi=10.1093%2Fjamiaopen%2Fooae028&partnerID=40&md5=bd89e4bc01ce06da3edd69b4a47acc6b","Background: Electronic health record (EHR)-based patient messages can contribute to burnout. Messages with a negative tone are particularly challenging to address. In this perspective, we describe our initial evaluation of large language model (LLM)-generated responses to negative EHR patient messages and contend that using LLMs to generate initial drafts may be feasible, although refinement will be needed. Methods: A retrospective sample (n = 50) of negative patient messages was extracted from a health system EHR, de-identified, and inputted into an LLM (ChatGPT). Qualitative analyses were conducted to compare LLM responses to actual care team responses. Results: Some LLM-generated draft responses varied from human responses in relational connection, informational content, and recommendations for next steps. Occasionally, the LLM draft responses could have potentially escalated emotionally charged conversations. Conclusion: Further work is needed to optimize the use of LLMs for responding to negative patient messages in the EHR. Lay Summary Doctors and other clinicians are receiving a growing number of messages from patients through electronic health records systems. This workload is contributing to clinician burnout. Some messages can be very negative or emotionally charged. These messages often require a lot of time or effort to respond to. In this article, we discuss results from a preliminary evaluation we conducted using large language models (like ChatGPT). We analyzed whether these models could help provide starting drafts to respond to patient messages, with a focus on negative messages, since these can be particularly difficult. We found that ChatGPT provided reasonable starting drafts in many cases, but that there were also issues in the drafts that would require further editing. These issues included sometimes not drafting the text from the perspective of a clinician, using overly broad or generic language, inappropriate escalation (eg, instructing the patient to file complaints to the medical board), and inconsistent recommendations for in-person follow-up visits. Based on this evaluation, we highlight not only the promise and possibilities of this technology but also considerations and challenges that need to be addressed for optimizing its future use. # The Author(s) 2024.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85190102975"
"Payne, V.L.; Sattar, U.; Wright, M.; Hill, E.; Butler, J.M.; MacPherson, B.; Jeppesen, A.; Del Fiol, G.; Madaras-Kelly, K.","Payne, Velma L. (26536429800); Sattar, Usman (59138663800); Wright, Melanie C. (7401558304); Hill, Elijah (59139871900); Butler, Jorie Michaela (23099333800); MacPherson, Brekk C. (57191488738); Jeppesen, Amanda (58789894800); Del Fiol, Guilherme (7801426540); Madaras-Kelly, Karl Joseph (6603801362)","26536429800; 59138663800; 7401558304; 59139871900; 23099333800; 57191488738; 58789894800; 7801426540; 6603801362","Clinician perspectives on how situational context and augmented intelligence design features impact perceived usefulness of sepsis prediction scores embedded within a simulated electronic health record","2024","Journal of the American Medical Informatics Association","31","6","","1331","1340","4","10.1093/jamia/ocae089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193968598&doi=10.1093%2Fjamia%2Focae089&partnerID=40&md5=8f4a361d9f2dc9ffe83b72c624508b3d","Objective: Obtain clinicians' perspectives on early warning scores (EWS) use within context of clinical cases. Material and Methods: We developed cases mimicking sepsis situations. De-identified data, synthesized physician notes, and EWS representing deterioration risk were displayed in a simulated EHR for analysis. Twelve clinicians participated in semi-structured interviews to ascertain perspectives across four domains: (1) Familiarity with and understanding of artificial intelligence (AI), prediction models and risk scores; (2) Clinical reasoning processes; (3) Impression and response to EWS; and (4) Interface design. Transcripts were coded and analyzed using content and thematic analysis. Results: Analysis revealed clinicians have experience but limited AI and prediction/risk modeling understanding. Case assessments were primarily based on clinical data. EWS went unmentioned during initial case analysis; although when prompted to comment on it, they discussed it in subsequent cases. Clinicians were unsure how to interpret or apply the EWS, and desired evidence on its derivation and validation. Design recommendations centered around EWS display in multi-patient lists for triage, and EWS trends within the patient record. Themes included a ""Trust but Verify""approach to AI and early warning information, dichotomy that EWS is helpful for triage yet has disproportional signal-to-high noise ratio, and action driven by clinical judgment, not the EWS. Conclusions: Clinicians were unsure of how to apply EWS, acted on clinical data, desired score composition and validation information, and felt EWS was most useful when embedded in multi-patient views. Systems providing interactive visualization may facilitate EWS transparency and increase confidence in AI-generated information. © 2024 The Author(s). Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85193968598"
"Litake, O.; Park, B.H.; Tully, J.L.; Gabriel, R.A.","Litake, Onkar (57318240400); Park, Brian H. (58539715600); Tully, Jeffrey Logan (56076138100); Gabriel, Rodney Allanigue (56462222800)","57318240400; 58539715600; 56076138100; 56462222800","Constructing synthetic datasets with generative artificial intelligence to train large language models to classify acute renal failure from clinical notes","2024","Journal of the American Medical Informatics Association","31","6","","1404","1410","3","10.1093/jamia/ocae081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193948958&doi=10.1093%2Fjamia%2Focae081&partnerID=40&md5=e7b35f5d3f8bc8a5b15ef2a6b8dec26c","Objectives: To compare performances of a classifier that leverages language models when trained on synthetic versus authentic clinical notes. Materials and Methods: A classifier using language models was developed to identify acute renal failure. Four types of training data were compared: (1) notes from MIMIC-III; and (2, 3, and 4) synthetic notes generated by ChatGPT of varied text lengths of 15 (GPT-15 sentences), 30 (GPT-30 sentences), and 45 (GPT-45 sentences) sentences, respectively. The area under the receiver operating characteristics curve (AUC) was calculated from a test set from MIMIC-III. Results: With RoBERTa, the AUCs were 0.84, 0.80, 0.84, and 0.76 for the MIMIC-III, GPT-15, GPT-30- and GPT-45 sentences training sets, respectively. Discussion: Training language models to detect acute renal failure from clinical notes resulted in similar performances when using synthetic versus authentic training data. Conclusion: The use of training data derived from protected health information may not be needed. © 2024 The Author(s). Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85193948958"
"Ahmed, T.; Al Biruni, M.T.; Azad, S.; Hasan, M.","Ahmed, Tanvir (58711059600); Al Biruni, Mir Tanvir (57849027300); Azad, Simanta (57849747700); Hasan, Mehedi (58277204000)","58711059600; 57849027300; 57849747700; 58277204000","Medical waste incineration fly ash as an effective adsorbent for removing dyes from textile effluent and methylene blue from synthetic aqueous solutions","2024","Case Studies in Chemical and Environmental Engineering","9","","100681","","","7","10.1016/j.cscee.2024.100681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188439071&doi=10.1016%2Fj.cscee.2024.100681&partnerID=40&md5=d996c59e682ce038ef0ec04219890592","This study explores the utilization of Medical Waste Incineration Fly Ash (MWIFA) as a cost-effective adsorbent for removing dye from textile wastewater and synthetic aqueous solutions. Various factors were investigated in batch experiments, yielding impressive dye removal efficiencies of up to 98%. Optimal conditions were determined at 7.5 g/L adsorbent dosage, 40-min contact time, and 200 rpm agitation speed. The Freundlich isotherm model demonstrated a better fit than the Langmuir model, while Lagergren's pseudo second-order kinetic model highlighted chemisorption dominance. Laboratory-scale experiments suggest that MWIFA has the potential to be a viable and cost-effective adsorbent for treating wastewater. However, careful evaluation of environmental impacts is essential for large-scale application. © 2024 The Authors","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188439071"
"Kikuchi, T.; Hanaoka, S.; Nakao, T.; Takenaga, T.; Nomura, Y.; Mori, H.; Yoshikawa, T.","Kikuchi, Tomohiro (57216296461); Hanaoka, Shouhei (35423846300); Nakao, Takahiro (57195419390); Takenaga, Tomomi (55930246400); Nomura, Yukihiro (55222631600); Mori, Harushi (57221261269); Yoshikawa, Takeharu (7402718288)","57216296461; 35423846300; 57195419390; 55930246400; 55222631600; 57221261269; 7402718288","Synthesis of Hybrid Data Consisting of Chest Radiographs and Tabular Clinical Records Using Dual Generative Models for COVID-19 Positive Cases","2024","Journal of Imaging Informatics in Medicine","37","3","","1217","1227","4","10.1007/s10278-024-01015-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007722361&doi=10.1007%2Fs10278-024-01015-y&partnerID=40&md5=c3862a4d70563502774eda1e0071b7d1","To generate synthetic medical data incorporating image-tabular hybrid data by merging an image encoding/decoding model with a table-compatible generative model and assess their utility. We used 1342 cases from the Stony Brook University Covid-19-positive cases, comprising chest X-ray radiographs (CXRs) and tabular clinical data as a private dataset (pDS). We generated a synthetic dataset (sDS) through the following steps: (I) dimensionally reducing CXRs in the pDS using a pretrained encoder of the auto-encoding generative adversarial networks (αGAN) and integrating them with the correspondent tabular clinical data; (II) training the conditional tabular GAN (CTGAN) on this combined data to generate synthetic records, encompassing encoded image features and clinical data; and (III) reconstructing synthetic images from these encoded image features in the sDS using a pretrained decoder of the αGAN. The utility of sDS was assessed by the performance of the prediction models for patient outcomes (deceased or discharged). For the pDS test set, the area under the receiver operating characteristic (AUC) curve was calculated to compare the performance of prediction models trained separately with pDS, sDS, or a combination of both. We created an sDS comprising CXRs with a resolution of 256 × 256 pixels and tabular data containing 13 variables. The AUC for the outcome was 0.83 when the model was trained with the pDS, 0.74 with the sDS, and 0.87 when combining pDS and sDS for training. Our method is effective for generating synthetic records consisting of both images and tabular clinical data. © The Author(s) under exclusive licence to Society for Imaging Informatics in Medicine 2024.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105007722361"
"Ghosheh, G.O.; Li, J.; Zhu, T.","Ghosheh, Ghadeer O. (57221763439); Li, Jin (57214870534); Zhu, Tingting (55969941800)","57221763439; 57214870534; 55969941800","A Survey of Generative Adversarial Networks for Synthesizing Structured Electronic Health Records","2024","ACM Computing Surveys","56","6","147","","","44","10.1145/3636424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187549778&doi=10.1145%2F3636424&partnerID=40&md5=b77148101a2f1b36fa1df5ccb7a4722a","Electronic Health Records (EHRs) are a valuable asset to facilitate clinical research and point of care applications; however, many challenges such as data privacy concerns impede its optimal utilization. Deep generative models, particularly Generative Adversarial Networks (GANs), show great promise in generating synthetic EHR data by learning underlying data distributions while achieving excellent performance and addressing these challenges. This work aims to survey the major developments in various applications of GANs for EHRs and provides an overview of the proposed methodologies. For this purpose, we combine perspectives from healthcare applications and machine learning techniques in terms of source datasets and the fidelity and privacy evaluation of the generated synthetic datasets. We also compile a list of the metrics and datasets used by the reviewed works, which can be utilized as benchmarks for future research in the field. We conclude by discussing challenges in GANs for EHRs development and proposing recommended practices. We hope that this work motivates novel research development directions in the intersection of healthcare and machine learning. © 2024 Copyright held by the owner/author(s).","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85187549778"
"Stoeckle, J.H.; Poland, S.G.; Maynard, H.; Roman, S.D.; Mettman, D.; Makarov, D.V.; Sherman, S.; Becker, D.J.","Stoeckle, James H. (57193649801); Poland, Sarah G. (57192373958); Maynard, Hannah (57193228320); Roman, Stefanie D. (57357653700); Mettman, Daniel J. (57200640281); Makarov, Danil V. (8110334500); Sherman, Scott E. (7402440465); Becker, Daniel J. (36122374700)","57193649801; 57192373958; 57193228320; 57357653700; 57200640281; 8110334500; 7402440465; 36122374700","Trial of Electronic Medical Record Integrated Next-Generation Sequencing Ordering in Veterans Affairs Cancer Care","2024","JCO Precision Oncology","8","","e2300463","","","1","10.1200/PO.23.00463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200485400&doi=10.1200%2FPO.23.00463&partnerID=40&md5=699ecce0acc37317d93d8eda76a69926","PURPOSEPrevious studies document underuse of next-generation sequencing (NGS). We examined the impact to oncology care for veterans of incorporating NGS ordering into the Veterans Affairs (VA) electronic medical record (EMR) at two New York City VA Medical Centers.METHODSWe identified patients with non-small cell lung cancer and prostate cancer with oncology clinic visits and NGS testing indications between January and December 2021. Patients were divided into external ordering (EO) with visits before we implemented an EMR ordering system for NGS in July 2021, and internal ordering (IO) with visits after this date. The primary outcome was proportion of NGS testing performed in EO versus IO groups. Secondary outcomes were time between metastatic disease diagnosis to receipt of test by vendor, time of metastatic diagnosis to result, and proportion of testing by race.RESULTSA total of 168 patients were identified, 116 EO and 52 IO patients. Between IO and EO periods, testing significantly increased from 52% to 87% (P ≤.01); it was conducted more quickly, with time from metastatic diagnosis to sample receipt by the NGS vendor improving to median 37 days from 299 days (P =.03); and the time from documented metastatic disease to a test result improved to median 56 days from 309 days (P =.03). The proportion of tissue received by the vendor was not significantly different between the two groups. There were no significant differences in testing according to self-reported race.CONCLUSIONIntegration of NGS ordering in the EMR led to increased proportion and speed of testing for a vulnerable patient population served by the country's largest health system. © 2024 by American Society of Clinical Oncology.","Article","Final","","Scopus","2-s2.0-85200485400"
"Tai-Seale, M.; Baxter, S.L.; Vaida, F.; Walker, A.; Sitapati, A.M.; Osborne, C.; Diaz, J.; Desai, N.; Webb, S.; Polston, G.; Helsten, T.; Gross, E.; Thackaberry, J.; Mandvi, A.; Lillie, D.; Li, S.; Gin, G.; Achar, S.; Hofflich, H.; Sharp, C.; Millen, M.; Longhurst, C.A.","Tai-Seale, Ming (6603418304); Baxter, Sally L. (57200760006); Vaida, Florin F. (6603008933); Walker, Amanda L. (57205712393); Sitapati, Amy M. (6504409145); Osborne, Chad (58986782800); Diaz, Joseph (57214434561); Desai, Nimit (58862692800); Webb, Sophie (58848941200); Polston, Gregory R. (6507830787); Helsten, Teresa L. (13104719600); Gross, Erin (58645695000); Thackaberry, Jessica (58078674800); Mandvi, Ammar (57383903400); Lillie, Dustin M. (9237947900); Li, Steve (58987308100); Gin, Geneen T. (57219229201); Achar, Suraj A. (8510442600); Hofflich, Heather L. (59725983200); Sharp, Christopher Demuth (56343540500); Millen, Marlene M. (57195345965); Longhurst, Christopher A. (26658517100)","6603418304; 57200760006; 6603008933; 57205712393; 6504409145; 58986782800; 57214434561; 58862692800; 58848941200; 6507830787; 13104719600; 58645695000; 58078674800; 57383903400; 9237947900; 58987308100; 57219229201; 8510442600; 59725983200; 56343540500; 57195345965; 26658517100","AI-Generated Draft Replies Integrated Into Health Records and Physicians' Electronic Communication","2024","JAMA Network Open","7","4","e246565","","","78","10.1001/jamanetworkopen.2024.6565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190418292&doi=10.1001%2Fjamanetworkopen.2024.6565&partnerID=40&md5=171dc80723b2d489d978ab2c9cc8de43","Importance: Timely tests are warranted to assess the association between generative artificial intelligence (GenAI) use and physicians' work efforts. Objective: To investigate the association between GenAI-drafted replies for patient messages and physician time spent on answering messages and the length of replies. Design, Setting, and Participants: Randomized waiting list quality improvement (QI) study from June to August 2023 in an academic health system. Primary care physicians were randomized to an immediate activation group and a delayed activation group. Data were analyzed from August to November 2023. Exposure: Access to GenAI-drafted replies for patient messages. Main Outcomes and Measures: Time spent (1) reading messages, (2) replying to messages, (3) length of replies, and (4) physician likelihood to recommend GenAI drafts. The a priori hypothesis was that GenAI drafts would be associated with less physician time spent reading and replying to messages. A mixed-effects model was used. Results: Fifty-two physicians participated in this QI study, with 25 randomized to the immediate activation group and 27 randomized to the delayed activation group. A contemporary control group included 70 physicians. There were 18 female participants (72.0%) in the immediate group and 17 female participants (63.0%) in the delayed group; the median age range was 35-44 years in the immediate group and 45-54 years in the delayed group. The median (IQR) time spent reading messages in the immediate group was 26 (11-69) seconds at baseline, 31 (15-70) seconds 3 weeks after entry to the intervention, and 31 (14-70) seconds 6 weeks after entry. The delayed group's median (IQR) read time was 25 (10-67) seconds at baseline, 29 (11-77) seconds during the 3-week waiting period, and 32 (15-72) seconds 3 weeks after entry to the intervention. The contemporary control group's median (IQR) read times were 21 (9-54), 22 (9-63), and 23 (9-60) seconds in corresponding periods. The estimated association of GenAI was a 21.8% increase in read time (95% CI, 5.2% to 41.0%; P =.008), a -5.9% change in reply time (95% CI, -16.6% to 6.2%; P =.33), and a 17.9% increase in reply length (95% CI, 10.1% to 26.2%; P <.001). Participants recognized GenAI's value and suggested areas for improvement. Conclusions and Relevance: In this QI study, GenAI-drafted replies were associated with significantly increased read time, no change in reply time, significantly increased reply length, and some perceived benefits. Rigorous empirical tests are necessary to further examine GenAI's performance. Future studies should examine patient experience and compare multiple GenAIs, including those with medical training. © 2024 Tai-SealeM et al.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85190418292"
"Chiang, C.-C.; Luo, M.; Dumkrieger, G.; Trivedi, S.; Chen, Y.-C.; Chao, C.-J.; Schwedt, T.J.; Sarker, A.; Banerjee, I.","Chiang, Chiachun (56393634100); Luo, Man (58723390200); Dumkrieger, Gina M. (56811570300); Trivedi, Shubham (57208721396); Chen, Yi Chieh (58622811900); Chao, Chieh Ju (57014134500); Schwedt, Todd J. (8722272900); Sarker, Abeed (36976315000); Banerjee, Imon (36095937900)","56393634100; 58723390200; 56811570300; 57208721396; 58622811900; 57014134500; 8722272900; 36976315000; 36095937900","A large language model–based generative natural language processing framework fine-tuned on clinical notes accurately extracts headache frequency from electronic health records","2024","Headache","64","4","","400","409","20","10.1111/head.14702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189497347&doi=10.1111%2Fhead.14702&partnerID=40&md5=f751e8ebf6afb5f119e90d04dc256ca4","Objective: To develop a natural language processing (NLP) algorithm that can accurately extract headache frequency from free-text clinical notes. Background: Headache frequency, defined as the number of days with any headache in a month (or 4 weeks), remains a key parameter in the evaluation of treatment response to migraine preventive medications. However, due to the variations and inconsistencies in documentation by clinicians, significant challenges exist to accurately extract headache frequency from the electronic health record (EHR) by traditional NLP algorithms. Methods: This was a retrospective cross-sectional study with patients identified from two tertiary headache referral centers, Mayo Clinic Arizona and Mayo Clinic Rochester. All neurology consultation notes written by 15 specialized clinicians (11 headache specialists and 4 nurse practitioners) between 2012 and 2022 were extracted and 1915 notes were used for model fine-tuning (90%) and testing (10%). We employed four different NLP frameworks: (1) ClinicalBERT (Bidirectional Encoder Representations from Transformers) regression model, (2) Generative Pre-Trained Transformer-2 (GPT-2) Question Answering (QA) model zero-shot, (3) GPT-2 QA model few-shot training fine-tuned on clinical notes, and (4) GPT-2 generative model few-shot training fine-tuned on clinical notes to generate the answer by considering the context of included text. Results: The mean (standard deviation) headache frequency of our training and testing datasets were 13.4 (10.9) and 14.4 (11.2), respectively. The GPT-2 generative model was the best-performing model with an accuracy of 0.92 (0.91, 0.93, 95% confidence interval [CI]) and R2 score of 0.89 (0.87, 0.90, 95% CI), and all GPT-2–based models outperformed the ClinicalBERT model in terms of exact matching accuracy. Although the ClinicalBERT regression model had the lowest accuracy of 0.27 (0.26, 0.28), it demonstrated a high R2 score of 0.88 (0.85, 0.89), suggesting the ClinicalBERT model can reasonably predict the headache frequency within a range of ≤ ± 3 days, and the R2 score was higher than the GPT-2 QA zero-shot model or GPT-2 QA model few-shot training fine-tuned model. Conclusion: We developed a robust information extraction model based on a state-of-the-art large language model, a GPT-2 generative model that can extract headache frequency from EHR free-text clinical notes with high accuracy and R2 score. It overcame several challenges related to different ways clinicians document headache frequency that were not easily achieved by traditional NLP models. We also showed that GPT-2–based frameworks outperformed ClinicalBERT in terms of accuracy in extracting headache frequency from clinical notes. To facilitate research in the field, we released the GPT-2 generative model and inference code with open-source license of community use in GitHub. Additional fine-tuning of the algorithm might be required when applied to different health-care systems for various clinical use cases. © 2024 American Headache Society.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85189497347"
"Kraljevic, Z.; Bean, D.; Shek, A.; Bendayan, R.; Hemingway, H.; Au Yeung, J.A.; Deng, A.; Baston, A.; Ross, J.; Idowu, E.; Teo, J.T.; Dobson, R.J.B.","Kraljevic, Zeljko (57217635988); Bean, Daniel M. (55971358800); Shek, Anthony Chun (57221445250); Bendayan, Rebecca (55074751900); Hemingway, Harry (7004642497); Au Yeung, Joshua (57224100598); Deng, Alexander (58101122100); Baston, Alfred (58100589400); Ross, Jack (58832210800); Idowu, Esther Ayobamidele Abisola (58101129600); Teo, James T. (11940769800); Dobson, Richard J.B. (8931612400)","57217635988; 55971358800; 57221445250; 55074751900; 7004642497; 57224100598; 58101122100; 58100589400; 58832210800; 58101129600; 11940769800; 8931612400","Foresight—a generative pretrained transformer for modelling of patient timelines using electronic health records: a retrospective modelling study","2024","The Lancet Digital Health","6","4","","e281","e290","54","10.1016/S2589-7500(24)00025-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188470763&doi=10.1016%2FS2589-7500%2824%2900025-6&partnerID=40&md5=6a0b2bdaff9304498a7c9221a18659c5","Background: An electronic health record (EHR) holds detailed longitudinal information about a patient's health status and general clinical history, a large portion of which is stored as unstructured, free text. Existing approaches to model a patient's trajectory focus mostly on structured data and a subset of single-domain outcomes. This study aims to evaluate the effectiveness of Foresight, a generative transformer in temporal modelling of patient data, integrating both free text and structured formats, to predict a diverse array of future medical outcomes, such as disorders, substances (eg, to do with medicines, allergies, or poisonings), procedures, and findings (eg, relating to observations, judgements, or assessments). Methods: Foresight is a novel transformer-based pipeline that uses named entity recognition and linking tools to convert EHR document text into structured, coded concepts, followed by providing probabilistic forecasts for future medical events, such as disorders, substances, procedures, and findings. The Foresight pipeline has four main components: (1) CogStack (data retrieval and preprocessing); (2) the Medical Concept Annotation Toolkit (structuring of the free-text information from EHRs); (3) Foresight Core (deep-learning model for biomedical concept modelling); and (4) the Foresight web application. We processed the entire free-text portion from three different hospital datasets (King's College Hospital [KCH], South London and Maudsley [SLaM], and the US Medical Information Mart for Intensive Care III [MIMIC-III]), resulting in information from 811 336 patients and covering both physical and mental health institutions. We measured the performance of models using custom metrics derived from precision and recall. Findings: Foresight achieved a precision@10 (ie, of 10 forecasted candidates, at least one is correct) of 0·68 (SD 0·0027) for the KCH dataset, 0·76 (0·0032) for the SLaM dataset, and 0·88 (0·0018) for the MIMIC-III dataset, for forecasting the next new disorder in a patient timeline. Foresight also achieved a precision@10 value of 0·80 (0·0013) for the KCH dataset, 0·81 (0·0026) for the SLaM dataset, and 0·91 (0·0011) for the MIMIC-III dataset, for forecasting the next new biomedical concept. In addition, Foresight was validated on 34 synthetic patient timelines by five clinicians and achieved a relevancy of 33 (97% [95% CI 91–100]) of 34 for the top forecasted candidate disorder. As a generative model, Foresight can forecast follow-on biomedical concepts for as many steps as required. Interpretation: Foresight is a general-purpose model for biomedical concept modelling that can be used for real-world risk forecasting, virtual trials, and clinical research to study the progression of disorders, to simulate interventions and counterfactuals, and for educational purposes. Funding: National Health Service Artificial Intelligence Laboratory, National Institute for Health and Care Research Biomedical Research Centre, and Health Data Research UK. © 2024 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the CC BY 4.0 license","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85188470763"
