PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Aguirre, J; Yu, JY; Jung, KH; Yoon, J; Cha, WC				Aguirre, Javier; Yu, Jae Yong; Jung, Kyu-Hwan; Yoon, Jinsung; Cha, Won Chul			Computationally efficient and stable real-world synthetic emergency room electronic health record data generation: high similarity and privacy preserving diffusion model approach A retrospective cohort study	PRECISION AND FUTURE MEDICINE												Purpose: This study aimed to develop real-world synthetic electronic health record (EHR) for emergency departments using computationally efficient and stable diffusion probabilistic models. Methods: In this study, we compared the performance of diffusion models and state-of-the-art generative adversarial networks (GANs) in terms of statistical similarity, privacy, medical usefulness, and the feasibility of using synthetic data for machine learning purposes. Results: Our results demonstrate that diffusion models are significantly more computationally efficient than GANs and perform comparably or slightly better in terms of similarity, privacy, and utility. We also found that the data quality of the diffusion model is statistically very similar for both categorical and continuous values and can address class imbalance precisely. Moreover, the usefulness of synthetic data is almost identical to that of real EHR data. Our privacy analysis showed that the synthetic data generated by the diffusion models were private. Conclusion: These findings have significant implications for improving the efficiency of emergency settings and enabling real-time emergency room data modeling. This demonstrates the potential of diffusion models for generating computationally efficient high-quality synthetic data. The study concluded that diffusion models can generate real-world synthetic EHRs that are computationally efficient, private, and high-quality, and can be used for machine learning purposes in emergency settings.					; Jung, Kyu-Hwan/AFF-6806-2022	Aguirre, Javi/0009-0007-6802-944X; Jung, Kyu-Hwan/0000-0002-6626-6800													2508-7940	2508-7959				SEP	2024	8	3								10.23838/pfm.2024.00030	http://dx.doi.org/10.23838/pfm.2024.00030													WOS:001336921500001
J	Li, JF; Zhou, YJ; Jiang, XQ; Natarajan, K; Pakhomov, SV; Liu, HF; Xu, H				Li, Jianfu; Zhou, Yujia; Jiang, Xiaoqian; Natarajan, Karthik; Pakhomov, Serguei Vs; Liu, Hongfang; Xu, Hua			Are synthetic clinical notes useful for real natural language processing tasks: A case study on clinical entity recognition	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION												Objective: : Developing clinical natural language processing systems often requires access to many clinical documents, which are not widely available to the public due to privacy and security concerns. To address this challenge, we propose to develop methods to generate synthetic clinical notes and evaluate their utility in real clinical natural language processing tasks. Materials and Methods: : We implemented 4 state-of-the-art text generation models, namely CharRNN, Seg-GAN, GPT-2, and CTRL, to generate clinical text for the History and Present Illness section. We then manually annotated clinical entities for randomly selected 500 History and Present Illness notes generated from the best-performing algorithm. To compare the utility of natural and synthetic corpora, we trained named entity recognition (NER) models from all 3 corpora and evaluated their performance on 2 independent natural corpora. Results: : Our evaluation shows GPT-2 achieved the best BLEU (bilingual evaluation understudy) score (with a BLEU-2 of 0.92). NER models trained on synthetic corpus generated by GPT-2 showed slightly better performance on 2 independent corpora: strict F1 scores of 0.709 and 0.748, respectively, when compared with the NER models trained on natural corpus (F1 scores of 0.706 and 0.737, respectively), indicating the good utility of synthetic corpora in clinical NER model development. In addition, we also demonstrated that an augmented method that combines both natural and synthetic corpora achieved better performance than that uses the natural corpus only. Conclusions: : Recent advances in text generation have made it possible to generate synthetic clinical notes that could be useful for training NER models for information extraction from natural clinical notes, thus lowering the privacy concern and increasing data availability. Further investigation is needed to apply this technology to practice.					Jiang, Xiaoqian/K-6752-2012	Jiang, Xiaoqian/0000-0001-9933-2205; Zhou, Yujia/0000-0003-0889-2261; Natarajan, Karthik/0000-0002-9066-9431													1067-5027	1527-974X				OCT	2021	28	10					2193	2201		10.1093/jamia/ocab112	http://dx.doi.org/10.1093/jamia/ocab112		JUL 2021						34272955					WOS:000745625700016
J	Bietsch, D; Stahlbock, R; Voss, S				Bietsch, Dominik; Stahlbock, Robert; Voss, Stefan			Synthetic Data as a Proxy for Real-World Electronic Health Records in the Patient Length of Stay Prediction	SUSTAINABILITY												While generative artificial intelligence has gained popularity, e.g., for the creation of images, it can also be used for the creation of synthetic tabular data. This bears great potential, especially for the healthcare industry, where data are often scarce and underlie privacy restrictions. For instance, the creation of synthetic electronic health records (EHR) promises to improve the usage of machine learning algorithms, which usually work with large amounts of data. This also applies for the prediction of the patient length of stay (LOS), a key measure for hospitals. Thereby, the LOS represents one of the core tools for decision makers to plan the allocation of resources. Thus, this paper aims to add to the still-young research concerning the application of generative adversarial nets (GAN) on tabular EHR. It does that with the intention to leverage the advantages of synthetic data for the prediction of the LOS in order to contribute to the efficiency-enhancing and cost-saving aspirations of hospitals and insurance companies. Therefore, the applicability of synthetic data that is generated using GANs as a proxy for scarce real-world EHR for the patient LOS multi-class classification task is examined. In this context, the Conditional Tabular GAN (CTGAN) and the Copula GAN are selected as the underlying models as they are state-of-the-art GAN architectures designed for generating synthetic tabular data. The CTGAN is found to be the superior model for the underlying use case. Nevertheless, the paper shows that there is still room for improvement when applying state-of-the-art GAN architectures to clinical healthcare data.					; Voß, Stefan/K-6655-2019; Stahlbock, Robert/JCO-5474-2023	Bietsch, Dominik/0009-0007-7190-0670; Voß, Stefan/0000-0003-1296-4221; 														2071-1050				SEP	2023	15	18							13690	10.3390/su151813690	http://dx.doi.org/10.3390/su151813690													WOS:001074231100001
J	de Koster, RJC; Thummerer, A; Scandurra, D; Langendijk, JA; Both, S				de Koster, Rutger J. C.; Thummerer, Adrian; Scandurra, Daniel; Langendijk, Johannes A.; Both, Stefan			Technical note: Evaluation of deep learning based synthetic CTs clinical readiness for dose and NTCP driven head and neck adaptive proton therapy	MEDICAL PHYSICS												Background: Adaptive proton therapy workflows rely on accurate imaging throughout the treatment course. Our centre currently utilizes weekly repeat CTs (rCTs) for treatment monitoring and plan adaptations. However, deep learning-based methods have recently shown to successfully correct CBCT images, which suffer from severe imaging artifacts, and generate high quality synthetic CT (sCT) images which enable CBCT-based proton dose calculations. Purpose: To compare daily CBCT-based sCT images to planning CTs (pCT) and rCTs of head and neck (HN) cancer patients to investigate the dosimetric accuracy of CBCT-based sCTs in a scenario mimicking actual clinical practice. Methods: Data of 56 HN cancer patients, previously treated with proton therapy was used to generate 1.962 sCT images, using a previously developed and trained deep convolutional neural network. Clinical IMPT treatment plans were recalculated on the pCT, weekly rCTs and daily sCTs. The dosimetric accuracy of sCTs was compared to same day rCTs and the initial planning CT. As a reference, rCTs were also compared to pCTs. The dose difference between sCTs and rCTs/pCT was quantified by calculating the D-98 difference for target volumes and D-mean difference for organs-at-risk. To investigate the clinical relevancy of possible dose differences, NTCP values were calculated for dysphagia and xerostomia. Results: For target volumes, only minor dose differences were found for sCT versus rCT and sCT versus pCT, with dose differences mostly within +/- 1.5%. Larger dose differences were observed in OARs, where a general shift towards positive differences was found, with the largest difference in the left parotid gland. Delta NTCP values for grade 2 dysphagia and xerostomia were within +/- 2.5% for 90% of the sCTs. Conclusions: Target doses showed high similarity between rCTs and sCTs. Further investigations are required to identify the origin of the dose differences at OAR levels and its relevance in clinical decision making.					Langendijk, Johannes A/MXK-4287-2025; Thummerer, Aian/HSG-7947-2023; Scandurra, Daniel/PBV-3443-2025	Langendijk, Johannes A/0000-0003-1083-372X; Thummerer, Aian/0000-0002-1874-5030; de Koster, Rutger Jan Cornelis/0000-0003-3895-3969; 													0094-2405	2473-4209				DEC	2023	50	12					8023	8033		10.1002/mp.16782	http://dx.doi.org/10.1002/mp.16782		OCT 2023						37831597					WOS:001085570700001
J	Yao, XD; Yun, Z; Du, Y; Xie, XW; Chen, SR; Cheng, XJ				Yao, Xudong; Yun, Zhu; Du, Yu; Xie, Xiaowei; Chen, Shirong; Cheng, Xiangjun			Synthetic bone grafting with preserved cartilage flap via a medial malleolus osteotomy approach to treat osteochondral lesion of the talus: technical note and preliminary clinical results	INTERNATIONAL ORTHOPAEDICS												PurposeAlthough various surgical procedures are available for osteochondral lesion of the talus (OLT), there is still no consensus on its best treatment. The purposes of this study were to describe a new surgical technique to treat OLT and to analyze its preliminary clinical results.MethodsEight patients were enrolled in this retrospective study between March 2019 and May 2022 in the Second Affiliated Hospital of Chongqing Medical University. All patients were treated by synthetic bone grafting with preserved cartilage flap via a medial malleolus osteotomy approach. The patients' characteristics, operative time, and estimated blood loss were evaluated. Intraoperative photos, preoperative and postoperative X-ray and MRI imaging were recorded. The American Orthopaedic Foot and Ankle Society (AOFAS) ankle-hindfoot score and visual analog scale (VAS) score were also recorded before surgery and at each follow-up.ResultsAt six months after the operation, all patients showed bone ingrowth and remodeling according to X-ray and MRI. No obvious defects or ladder was found on the cartilage surface of all patients according to MRI. The AOFAS score improved from 61.63 & PLUSMN; 8.85 (range, 49-74) to 91.13 & PLUSMN; 4.49 (range, 83-97) (p < 0.001) and VAS score improved from 5.50 & PLUSMN; 1.60 (range, 4-8) before surgery to 1.88 & PLUSMN; 0.83 (range, 1-3) (p < 0.001) at latest follow-up. In all eight patients, no wound infection, skin necrosis, or delayed healing of osteotomy was found.ConclusionWe proposed a simple and effective technique that restored the shape of the cartilage surface by preserving the cartilage flap and restoring the natural congruency of the subchondral bone by synthetic bone grafting. We found satisfying clinical outcomes in short-term follow-up. Our new technique might be a new surgical option for the treatment of OLT and its effectiveness should be further evaluated.					Yao, Xudong/HJI-9855-2023; Du, Yu/OYD-8026-2025														0341-2695	1432-5195				NOV	2023	47	11					2743	2749		10.1007/s00264-023-05920-9	http://dx.doi.org/10.1007/s00264-023-05920-9		AUG 2023						37548695					WOS:001044199400001
J	Alkhalaf, M; Yu, P; Yin, MY; Deng, C				Alkhalaf, Mohammad; Yu, Ping; Yin, Mengyang; Deng, Chao			Applying generative AI with retrieval augmented generation to summarize and extract key clinical information from electronic health records	JOURNAL OF BIOMEDICAL INFORMATICS												Background: Malnutrition is a prevalent issue in aged care facilities (RACFs), leading to adverse health outcomes. The ability to efficiently extract key clinical information from a large volume of data in electronic health records (EHR) can improve understanding about the extent of the problem and developing effective interventions. This research aimed to test the efficacy of zero-shot prompt engineering applied to generative artificial intelligence (AI) models on their own and in combination with retrieval augmented generation (RAG), for the automating tasks of summarizing both structured and unstructured data in EHR and extracting important malnutrition information. Methodology: We utilized Llama 2 13B model with zero-shot prompting. The dataset comprises unstructured and structured EHRs related to malnutrition management in 40 Australian RACFs. We employed zero-shot learning to the model alone first, then combined it with RAG to accomplish two tasks: generate structured summaries about the nutritional status of a client and extract key information about malnutrition risk factors. We utilized 25 notes in the first task and 1,399 in the second task. We evaluated the model's output of each task manually against a gold standard dataset. Result: The evaluation outcomes indicated that zero-shot learning applied to generative AI model is highly effective in summarizing and extracting information about nutritional status of RACFs' clients. The generated summaries provided concise and accurate representation of the original data with an overall accuracy of 93.25%. The addition of RAG improved the summarization process, leading to a 6% increase and achieving an accuracy of 99.25%. The model also proved its capability in extracting risk factors with an accuracy of 90%. However, adding RAG did not further improve accuracy in this task. Overall, the model has shown a robust performance when information was explicitly stated in the notes; however, it could encounter hallucination limitations, particularly when details were not explicitly provided. Conclusion: This study demonstrates the high performance and limitations of applying zero-shot learning to generative AI models to automatic generation of structured summarization of EHRs data and extracting key clinical information. The inclusion of the RAG approach improved the model performance and mitigated the hallucination problem.					Yin, Mengyang/JMB-7240-2023; Yu, Ping/B-1205-2008; Deng, Chao/F-4417-2016	Yu, Ping/0000-0002-7910-9396; Deng, Chao/0000-0003-1147-5741													1532-0464	1532-0480				AUG	2024	156								104662	10.1016/j.jbi.2024.104662	http://dx.doi.org/10.1016/j.jbi.2024.104662		JUN 2024						38880236					WOS:001325570100001
J	Chiang, CC; Luo, M; Dumkrieger, G; Trivedi, S; Chen, YC; Chao, CJ; Schwedt, TJ; Sarker, A; Banerjee, I				Chiang, Chia-Chun; Luo, Man; Dumkrieger, Gina; Trivedi, Shubham; Chen, Yi-Chieh; Chao, Chieh-Ju; Schwedt, Todd J.; Sarker, Abeed; Banerjee, Imon			A large language model-based generative natural language processing framework fine-tuned on clinical notes accurately extracts headache frequency from electronic health records	HEADACHE												ObjectiveTo develop a natural language processing (NLP) algorithm that can accurately extract headache frequency from free-text clinical notes.BackgroundHeadache frequency, defined as the number of days with any headache in a month (or 4 weeks), remains a key parameter in the evaluation of treatment response to migraine preventive medications. However, due to the variations and inconsistencies in documentation by clinicians, significant challenges exist to accurately extract headache frequency from the electronic health record (EHR) by traditional NLP algorithms.MethodsThis was a retrospective cross-sectional study with patients identified from two tertiary headache referral centers, Mayo Clinic Arizona and Mayo Clinic Rochester. All neurology consultation notes written by 15 specialized clinicians (11 headache specialists and 4 nurse practitioners) between 2012 and 2022 were extracted and 1915 notes were used for model fine-tuning (90%) and testing (10%). We employed four different NLP frameworks: (1) ClinicalBERT (Bidirectional Encoder Representations from Transformers) regression model, (2) Generative Pre-Trained Transformer-2 (GPT-2) Question Answering (QA) model zero-shot, (3) GPT-2 QA model few-shot training fine-tuned on clinical notes, and (4) GPT-2 generative model few-shot training fine-tuned on clinical notes to generate the answer by considering the context of included text.ResultsThe mean (standard deviation) headache frequency of our training and testing datasets were 13.4 (10.9) and 14.4 (11.2), respectively. The GPT-2 generative model was the best-performing model with an accuracy of 0.92 (0.91, 0.93, 95% confidence interval [CI]) and R2 score of 0.89 (0.87, 0.90, 95% CI), and all GPT-2-based models outperformed the ClinicalBERT model in terms of exact matching accuracy. Although the ClinicalBERT regression model had the lowest accuracy of 0.27 (0.26, 0.28), it demonstrated a high R2 score of 0.88 (0.85, 0.89), suggesting the ClinicalBERT model can reasonably predict the headache frequency within a range of <= +/- 3 days, and the R2 score was higher than the GPT-2 QA zero-shot model or GPT-2 QA model few-shot training fine-tuned model.ConclusionWe developed a robust information extraction model based on a state-of-the-art large language model, a GPT-2 generative model that can extract headache frequency from EHR free-text clinical notes with high accuracy and R2 score. It overcame several challenges related to different ways clinicians document headache frequency that were not easily achieved by traditional NLP models. We also showed that GPT-2-based frameworks outperformed ClinicalBERT in terms of accuracy in extracting headache frequency from clinical notes. To facilitate research in the field, we released the GPT-2 generative model and inference code with open-source license of community use in GitHub. Additional fine-tuning of the algorithm might be required when applied to different health-care systems for various clinical use cases. We developed a novel artificial intelligence program that can automatically and accurately extract headache frequency from doctors' notes. Figuring out how often someone gets headaches is important as it helps doctors see how bad the problem is and if treatments are working. Our method, using a powerful program called Generative Pre-Trained Transformer-2, worked better than older ways and could make big data migraine research easier.					; Sarker, Abeed/W-1044-2019	Chiang, Chia-Chun/0000-0001-7802-7172; Schwedt, Todd/0000-0002-7780-7086; Banerjee, Imon/0000-0002-3327-8004; Luo, Man/0009-0001-0067-2283; CHEN, YI-CHIEH/0000-0002-2132-5483; Chao, Chieh-Ju/0000-0001-6155-0266; Sarker, Abeed/0000-0001-7358-544X; Dumkrieger, Gina/0000-0001-9519-5370; Trivedi, Shubham/0000-0003-0526-7970													0017-8748	1526-4610				APR	2024	64	4					400	409		10.1111/head.14702	http://dx.doi.org/10.1111/head.14702		MAR 2024						38525734					WOS:001189935500001
J	Moser, D; Bender, M; Sariyar, M				Moser, Denis; Bender, Matthias; Sariyar, Murat			A Pipeline for Automating Emergency Medicine Documentation Using LLMs with Retrieval-Augmented Text Generation	APPLIED ARTIFICIAL INTELLIGENCE												Accurate and efficient documentation of patient information is vital in emergency healthcare settings. Traditional manual documentation methods are often time-consuming and prone to errors, potentially affecting patient outcomes. Large Language Models (LLMs) offer a promising solution to enhance medical communication systems; however, their clinical deployment, particularly in non-English languages such as German, presents challenges related to content accuracy, clinical relevance, and data privacy. This study addresses these challenges by developing and evaluating an automated pipeline for emergency medical documentation in German. The research objectives include (1) generating synthetic dialogues with known ground truth data to create controlled datasets for evaluating NLP performance and (2) designing an innovative pipeline to retrieve essential clinical information from these dialogues. A subset of 100 anonymized patient records from the MIMIC-IV-ED dataset was selected, ensuring diversity in demographics, chief complaints, and conditions. A Retrieval-Augmented Generation (RAG) system extracted key nominal and numerical features using chunking, embedding, and dynamic prompts. Evaluation metrics included precision, recall, F1-score, and sentiment analysis. Initial results demonstrated high extraction accuracy, particularly in medication data (F1-scores: 86.21%-100%), though performance declined in nuanced clinical language, requiring further refinement for real-world emergency settings.																			0883-9514	1087-6545				DEC 31	2025	39	1							2519169	10.1080/08839514.2025.2519169	http://dx.doi.org/10.1080/08839514.2025.2519169								40755813					WOS:001511607200001
J	Pagare, M; Bheesetti, DSK; Essien-Aleksi, I; Ul Alam, MA				Pagare, Madhavi; Bheesetti, Deva Sai Kumar; Essien-Aleksi, Inyene; Ul Alam, Mohammad Arif			Augmenting large language models to predict social determinants of mental health in opioid use disorder using patient clinical notes	JAMIA OPEN												Objective Identifying social determinants of mental health (SDOMH) in patients with opioid use disorder (OUD) is crucial for estimating risk and enabling early intervention. Extracting such data from unstructured clinical notes is challenging due to annotation complexity and requires advanced natural language processing (NLP) techniques. We propose the Human-in-the-Loop Large Language Model Interaction for Annotation (HLLIA) framework, combined with a Multilevel Hierarchical Clinical-Longformer Embedding (MHCLE) algorithm, to annotate and predict SDOMH variables.Materials and Methods We utilized 2636 annotated discharge summaries from the Medical Information Mart for Intensive Care (MIMIC-IV) dataset. High-quality annotations were ensured via a human-in-the-loop approach, refined using large language models (LLMs). The MHCLE algorithm performed multi-label classification of 13 SDOMH variables and was evaluated against baseline models, including RoBERTa, Bio_ClinicalBERT, ClinicalBERT, and ClinicalBigBird.Results The MHCLE model achieved superior performance with 96.29% accuracy and a 95.41% F1score, surpassing baseline models. Training-testing policies P1, P2, and P3 yielded accuracies of 98.49%, 90.10%, and 89.04%, respectively, highlighting the importance of human intervention in refining LLM annotations.Discussion and Conclusion Integrating the MHCLE model with the HLLIA framework offers an effective approach for predicting SDOMH factors from clinical notes, advancing NLP in OUD care. It highlights the importance of human oversight and sets a benchmark for future research. Patients struggling with opioid addiction often face social challenges-like unstable housing, unemployment, or lack of family support-that significantly impact their mental health. Identifying these social determinants is crucial for providing timely and effective care but is challenging because such information is often hidden in unstructured medical notes. In this study, we developed a new method that combines advanced artificial intelligence (AI) with human expertise to extract these important social factors from clinical records. We analyzed 2636 patient discharge summaries from a medical database, ensuring high-quality results by involving humans in refining the AI's annotations. Our AI model, called the Multilevel Hierarchical Clinical-Longformer Embedding (MHCLE) algorithm, successfully predicted 13 different social determinants of mental health with greater accuracy than existing models. The results highlight the importance of human collaboration in improving AI systems, leading to better identification of social challenges faced by patients with opioid use disorder. This approach enables healthcare providers to offer earlier interventions and better support, advancing the use of AI in healthcare to improve patient outcomes.																				2574-2531				DEC	2025	8	6							ooaf142	10.1093/jamiaopen/ooaf142	http://dx.doi.org/10.1093/jamiaopen/ooaf142								41321561					WOS:001626389800001
J	Redekop, E; Wang, ZC; Kulkarni, R; Pleasure, M; Chin, A; Hassanzadeh, HR; Hill, BL; Emami, M; Speier, WF; Arnold, CW				Redekop, Ekaterina; Wang, Zichen; Kulkarni, Rushikesh; Pleasure, Mara; Chin, Aaron; Hassanzadeh, Hamid Reza; Hill, Brian L.; Emami, Melika; Speier, William F.; Arnold, Corey W.			Zero-shot medical event prediction using a generative pretrained transformer on electronic health records	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION												Objectives Longitudinal data in electronic health records (EHRs) represent an individual's clinical history through a sequence of codified concepts, including diagnoses, procedures, medications, and laboratory tests. Generative pretrained transformers (GPT) can leverage this data to predict future events. While fine-tuning of these models can enhance task-specific performance, it becomes costly when applied to many clinical prediction tasks. In contrast, a pretrained foundation model can be used in zero-shot forecasting setting, offering a scalable alternative to fine-tuning separate models for each outcome.Materials and Methods This study presents the first comprehensive analysis of zero-shot forecasting with GPT-based foundational models in EHRs, introducing a novel pipeline that formulates medical concept prediction as a generative modeling task. Unlike supervised approaches requiring extensive labeled data, our method enables the model to forecast the next medical event purely from a pretraining knowledge. We evaluate performance across multiple time horizons and clinical categories, demonstrating model's ability to capture latent temporal dependencies and complex patient trajectories without task supervision.Results The model's performance in predicting the next medical concept was evaluated using precision and recall metrics, achieving an average top-1 precision of 0.614 and recall of 0.524. For 12 major diagnostic conditions, the model demonstrated strong zero-shot performance, achieving high true positive rates while maintaining low false positives.Discussion We demonstrate the power of a foundational EHR GPT model in capturing diverse phenotypes and enabling robust, zero-shot forecasting of clinical outcomes. This capability highlights both its versatility across conditions like liver cancer and SLE, and its limitations in more ambiguous settings such as depression, while also revealing meaningful latent clinical structure.Conclusion This capability enhances the versatility of predictive healthcare models and reduces the need for task-specific training, enabling more scalable applications in clinical settings.					Speier, William/H-9974-2019; Hassanzadeh, Hamid/H-5249-2016														1067-5027	1527-974X				DEC	2025	32	12					1833	1842		10.1093/jamia/ocaf160	http://dx.doi.org/10.1093/jamia/ocaf160		OCT 2025						41060255					WOS:001589075700001
J	Chiang, YL; Yang, KF; Su, PC; Tsai, SF; Liang, KL				Chiang, Yi-Ling; Yang, Kuei-Fen; Su, Pin-Chih; Tsai, Shang-Feng; Liang, Kai-Li			Leveraging a Large Language Model for Streamlined Medical Record Generation: Implications for Health Care Informatics	APPLIED CLINICAL INFORMATICS												Objectives This study aimed to leverage a large language model (LLM) to improve the efficiency and thoroughness of medical record documentation. This study focused on aiding clinical staff in creating structured summaries with the help of an LLM and assessing the quality of these artificial intelligence (AI)-proposed records in comparison to those produced by doctors. Methods This strategy involved assembling a team of specialists, including data engineers, physicians, and medical information experts, to develop guidelines for medical summaries produced by an LLM (Llama 3.1), all under the direction of policymakers at the study hospital. The LLM proposes admission, weekly summaries, and discharge notes for physicians to review and edit. A validated Physician Documentation Quality Instrument (PDQI-9) was used to compare the quality of physician-authored and LLM-generated medical records. Results The results showed no significant difference was observed in the total PDQI-9 scores between the physician-drafted and AI-created weekly summaries and discharge notes (p = 0.129 and 0.873, respectively). However, there was a significant difference in the total PDQI-9 scores between the physician and AI admission notes (p = 0.004). Furthermore, there were significant differences in item levels between physicians' and AI notes. After deploying the note-assisted function in our hospital, it gradually gained popularity. Conclusion LLM shows considerable promise for enhancing the efficiency and quality of medical record summaries. For the successful integration of LLM-assisted documentation, regular quality assessments, continuous support, and training are essential. Implementing LLM can allow clinical staff to concentrate on more valuable tasks, potentially enhancing overall health care delivery.																			1869-0327					OCT	2025	16	05					1493	1506		10.1055/a-2707-2959	http://dx.doi.org/10.1055/a-2707-2959								40997848					WOS:001604874000001
J	Macieira, TGR; Bjarnadottir, RI; Salgado, PD; Baranwal, A; Semenov, A; Priola, KB; Pestana, P; Okafor, S; Mena, N; Montoya, N; Sargent, L; Presley, A; Yao, YW; Keenan, GM				Macieira, Tamara G. R.; Bjarnadottir, Ragnhildur I.; Salgado, Patricia de Oliveira; Baranwal, Aseem; Semenov, Alexander; Priola, Karen B.; Pestana, Priscilla; Okafor, Soluchukwu; Mena, Nathan; Montoya, Noelle; Sargent, Laura; Presley, Ashley; Yao, Yingwei; Keenan, Gail M.			Making nursing visible: AI-assisted standardization of electronic health record interventions using generative pre-trained transformer models and retrieval-augmented generation process	NURSING OUTLOOK												Background: Nurses provide essential care that significantly impacts patient outcomes. However, nursing care is rarely examined due to a lack of standardized nurse-generated data suitable for large-scale analysis. Purpose: To test the performance of retrieval-augmented generation (RAG) and generative pre-trained transformer (GPT) models in standardizing electronic health records nursing intervention terms. Methods: The process involved: (a) manually mapping a subset of local terms to standardized terms to create a "gold standard" for comparison, (b) implementing and assessing the RAG pipeline with GPT models for standardization, and (c) incorporating the output into an AI-assisted manual mapping workflow. Discussion: GPT models were comparable to human mappers but lacked sufficient accuracy for fully automated mapping. Conclusion: Although GPT models are not yet reliable for full automation, they can reduce human workload and streamline the standardization process. This advancement represents an important step toward making nursing contributions visible through data-driven evaluation of nursing practices. (c) 2025 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.					I Bjarnadottir, Ragnhildur/AGR-6501-2022; yao, yw/OTH-7724-2025; Goncalves Rezende Macieira, Tamara/ADQ-6834-2022	I Bjarnadottir, Ragnhildur/0000-0001-6325-1200; Goncalves Rezende Macieira, Tamara/0000-0003-1100-3760; Priola, Karen/0000-0002-7161-4398													0029-6554	1528-3968				SEP-OCT	2025	73	5							102494	10.1016/j.outlook.2025.102494	http://dx.doi.org/10.1016/j.outlook.2025.102494		JUL 2025						40712445					WOS:001541083900001
J	Liang, MP				Liang, Mingpei			Ethical AI in medical text generation: balancing innovation with privacy in public health	FRONTIERS IN PUBLIC HEALTH												Introduction The integration of artificial intelligence (AI) into medical text generation is transforming public health by enhancing clinical documentation, patient education, and decision support. However, the widespread deployment of AI in this domain introduces significant ethical challenges, including fairness, privacy protection, and accountability. Traditional AI-driven medical text generation models often inherit biases from training data, resulting in disparities in healthcare communication across different demographic groups. Moreover, ensuring patient data confidentiality while maintaining transparency in AI-generated content remains a critical concern. Existing approaches either lack robust bias mitigation mechanisms or fail to provide interpretable and privacy-preserving outputs, compromising ethical compliance and regulatory adherence.Methods To address these challenges, this paper proposes an innovative framework that combines privacy-preserving AI techniques with interpretable model architectures to achieve ethical compliance in medical text generation. The method employs a hybrid approach that integrates knowledge-based reasoning with deep learning, ensuring both accuracy and transparency. Privacy-enhancing technologies, such as homomorphic encryption and secure multi-party computation, are incorporated to safeguard sensitive medical data throughout the text generation process. Fairness-aware training protocols are introduced to mitigate biases in generated content and enhance trustworthiness.Results and discussion The proposed approach effectively addresses critical challenges of bias, privacy, and interpretability in medical text generation. By combining symbolic reasoning with data-driven learning and embedding ethical principles at the system design level, the framework ensures regulatory alignment and improves public trust. This methodology lays the groundwork for broader deployment of ethically sound AI systems in healthcare communication.																				2296-2565				JUL 18	2025	13								1583507	10.3389/fpubh.2025.1583507	http://dx.doi.org/10.3389/fpubh.2025.1583507								40756387					WOS:001541311800001
J	Son, N; Kang, I; Kim, I; Lee, K; Nam, S; Lee, D				Son, Namrye; Kang, Inchul; Kim, Inhu; Lee, Keehyuck; Nam, Sejin; Lee, Donghyoung			Development and Evaluation of a Retrieval-Augmented Generation-Based Electronic Medical Record Chatbot System	HEALTHCARE INFORMATICS RESEARCH												Objectives: This study aimed to develop and evaluate a retrieval-augmented generation (RAG)-based chatbot system designed to optimize hospital operations. By leveraging electronic medical record (EMR) manuals, the system seeks to streamline administrative workflows and enhance healthcare delivery. Methods: The system integrated fine-tuned multilingual embedding models (Multilingual-E5-Large and BGE-M3) for indexing and retrieving information from EMR manuals. A dataset comprising 5,931 question-document pairs was constructed through query augmentation and validated by domain experts. Fine-tuning was performed using contrastive learning to enhance semantic understanding, with performance assessed using top-k accuracy metrics. The Solar Mini Chat API was adopted for text generation, prioritizing Korean-language responses and cost efficiency. Results: The fine-tuned models demonstrated marked improvements in retrieval accuracy, with BGE-M3 achieving 97.6% and Multilingual-E5-Large reaching 89.7%. The chatbot achieved high performance, with query latency under 10 ms and robust retrieval precision, effectively addressing operational EMR queries. Key applications included administrative task support and billing process optimization, highlighting its potential to reduce staff workload and enhance healthcare service delivery. Conclusions: The RAG-based chatbot system successfully addressed critical challenges in healthcare administration, improving EMR usability and operational efficiency. Future research should focus on real-world deployment and longitudinal studies to further evaluate its impact on administrative burden reduction and workflow improvement.						nam, sejin/0000-0003-4786-2241; LEE, DONGHYOUNG/0009-0002-2932-794X; 김, 인후/0009-0007-0956-4979													2093-3681	2093-369X				JUL	2025	31	3					218	225		10.4258/hir.2025.31.3.218	http://dx.doi.org/10.4258/hir.2025.31.3.218								40840929					WOS:001547254900002
